SOC,SOH,Operating conditions,DischargingBattery,Temperature(°C),Initial capacity (Ah),EOL capacity(Ah),Current(A),Cut-off voltage(V)
87,98,Constant current discharge,Yes,25,1973,989.7,10.2,3.2
72,98,Constant current discharge,Yes,23.6,1799,921.5,9.6,3.2
100,98,Constant current discharge,Yes,25.2,2010,998.1,10.4,3.1
63,93,Constant current discharge,Yes,23.6,1830,912.5,9.5,3.2
100,98,Constant current discharge,Yes,24.6,2010,970.4,10,3.2
96,100,Constant current discharge,Yes,25,2010,990.2,10.4,3.2
84,94,Constant current discharge,Yes,23.5,1889,912.5,10.1,3.2
67,94,Constant current discharge,Yes,24.2,1973,968.8,10.2,3.2
100,99,Constant current discharge,Yes,24.9,2010,1001.5,10.4,3.1
86,99,Constant current discharge,Yes,24.3,1928,996.9,9.7,3.2
100,96,Constant current discharge,Yes,24.8,1954,950,9.7,3.1
68,92,Constant current discharge,Yes,23.7,1872,912.5,9.5,3.2
63,95,Constant current discharge,Yes,23.5,1829,912.5,9.6,3.2
67,93,Constant current discharge,Yes,23.5,1819,917.9,9.4,3.2
93,99,Constant current discharge,Yes,25.1,1944,917.6,9.7,3.2
95,98,Constant current discharge,Yes,24.7,2010,981.4,10.2,3.2
95,99,Constant current discharge,Yes,25,2010,983.7,10,3.2
97,99,Constant current discharge,Yes,25.2,2010,977.4,10.2,3.2
100,100,Constant current discharge,Yes,25.2,2010,1015.8,10.4,3.1
100,99,Constant current discharge,Yes,25.2,2010,968.9,10.4,3.1
68,93,Constant current discharge,Yes,23.6,1846,924.5,10,3.2
94,98,Constant current discharge,Yes,24.1,2010,981,10.3,3.1
100,100,Constant current discharge,Yes,25.1,2010,1018.6,10.4,3.1
60,93,Constant current discharge,Yes,23.6,1839,915.9,9.6,3.2
93,99,Constant current discharge,Yes,24.9,2010,1007.8,10.2,3.1
100,98,Constant current discharge,Yes,25.2,2010,983.8,10.2,3.1
68,91,Constant current discharge,Yes,23.6,1847,912.5,9.5,3.2
100,100,Constant current discharge,Yes,25.2,2010,1010.8,10.3,3.1
73,94,Constant current discharge,Yes,23.5,1804,912.5,9.6,3.2
68,94,Constant current discharge,Yes,24.1,1945,923.8,10,3.2
99,100,Constant current discharge,Yes,25.2,1989,1007.8,10.4,3.1
87,96,Constant current discharge,Yes,23.8,1899,968.9,10.3,3.2
64,98,Constant current discharge,Yes,23.8,1881,968.7,9.6,3.2
100,100,Constant current discharge,Yes,25.1,2010,978.7,10.4,3.1
60,96,Constant current discharge,Yes,23.6,1883,912.5,9.6,3.2
55,93,Constant current discharge,Yes,23.5,1854,912.5,9.6,3.2
99,98,Constant current discharge,Yes,25.2,2010,995.1,10.4,3.1
56,95,Constant current discharge,Yes,24,1857,912.5,9.7,3.2
62,97,Constant current discharge,Yes,24.9,1844,912.5,10,3.2
89,95,Constant current discharge,Yes,23.8,1902,912.5,10,3.2
100,100,Constant current discharge,Yes,24.8,2010,1004.1,10.4,3.2
97,98,Constant current discharge,Yes,24.8,2002,912.5,10.4,3.1
83,99,Constant current discharge,Yes,24,1923,999.7,10.1,3.1
100,100,Constant current discharge,Yes,25,2010,976.2,10.3,3.1
100,99,Constant current discharge,Yes,25,2010,1025,10.3,3.1
100,100,Constant current discharge,Yes,25.3,2010,1002.2,10.4,3.1
100,98,Constant current discharge,Yes,24.7,1942,996,10.3,3.2
88,98,Constant current discharge,Yes,24.9,2010,929.5,10.1,3.2
100,99,Constant current discharge,Yes,25.3,2010,1015.7,10.4,3.1
97,98,Constant current discharge,Yes,24.6,1981,974.7,9.9,3.2
78,92,Constant current discharge,Yes,23.5,1818,914.4,9.6,3.2
72,94,Constant current discharge,Yes,25,1972,920.6,10,3.2
67,99,Constant current discharge,Yes,24.3,1986,932.5,10.2,3.2
94,98,Constant current discharge,Yes,25.3,2010,978,10.3,3.1
93,99,Constant current discharge,Yes,24.7,1869,983,10.2,3.2
96,97,Constant current discharge,Yes,25,1977,970.5,10.3,3.1
61,92,Constant current discharge,Yes,23.5,1844,912.5,9.5,3.2
63,94,Constant current discharge,Yes,23.5,1775,912.5,9.5,3.2
91,100,Constant current discharge,Yes,25,2010,1012,10.3,3.2
92,100,Constant current discharge,Yes,25,2004,970.6,10.4,3.2
62,91,Constant current discharge,Yes,23.6,1881,912.5,9.8,3.2
91,99,Constant current discharge,Yes,25.2,1943,970.2,10.2,3.2
98,100,Constant current discharge,Yes,24.9,1935,980,10.4,3.2
100,98,Constant current discharge,Yes,25.2,2010,972.3,10.4,3.1
91,99,Constant current discharge,Yes,24.9,2010,989.1,10.1,3.1
92,97,Constant current discharge,Yes,25,1987,993.8,10.4,3.2
71,94,Constant current discharge,Yes,23.5,1881,914.3,9.5,3.2
68,98,Constant current discharge,Yes,23.8,1796,917.9,10.4,3.2
67,93,Constant current discharge,Yes,23.8,1964,918,10.1,3.2
63,92,Constant current discharge,Yes,23.5,1860,912.5,10,3.2
96,92,Constant current discharge,Yes,23.7,2010,985.4,10.3,3.1
91,94,Constant current discharge,Yes,23.6,1839,984.2,10.1,3.2
95,98,Constant current discharge,Yes,24.7,1968,983.4,10,3.1
95,99,Constant current discharge,Yes,25,1926,983.8,10.2,3.2
89,97,Constant current discharge,Yes,24.6,2010,924.4,10.3,3.2
63,94,Constant current discharge,Yes,23.9,1779,918,9.6,3.2
100,100,Constant current discharge,Yes,25,2010,997.5,10.2,3.1
65,94,Constant current discharge,Yes,24,1874,925.7,10.3,3.2
83,92,Constant current discharge,Yes,23.7,1831,912.5,9.6,3.2
71,94,Constant current discharge,Yes,23.5,1890,920.1,9.6,3.2
98,97,Constant current discharge,Yes,25,1958,977.9,9.9,3.2
65,93,Constant current discharge,Yes,23.5,1822,912.5,9.4,3.2
60,94,Constant current discharge,Yes,23.5,1868,912.5,9.6,3.2
55,95,Constant current discharge,Yes,23.6,1895,927.7,9.7,3.2
100,98,Constant current discharge,Yes,25,1985,999.1,10.3,3.1
99,99,Constant current discharge,Yes,24.8,1994,960.4,10.4,3.1
98,98,Constant current discharge,Yes,25.1,2010,1023.5,10.4,3.1
65,92,Constant current discharge,Yes,23.6,1878,912.5,9.9,3.2
97,100,Constant current discharge,Yes,25.3,2010,994,10.2,3.1
80,97,Constant current discharge,Yes,23.8,1875,996.2,10.1,3.2
85,92,Constant current discharge,Yes,23.5,1953,979.1,9.6,3.2
64,93,Constant current discharge,Yes,23.6,1890,940.5,9.6,3.2
65,97,Constant current discharge,Yes,24.1,1994,915.2,10.1,3.2
100,100,Constant current discharge,Yes,25.1,2010,1008.9,10.4,3.1
63,95,Constant current discharge,Yes,24,1811,919.4,9.7,3.2
71,93,Constant current discharge,Yes,23.6,1854,912.5,9.4,3.2
66,94,Constant current discharge,Yes,23.9,1836,912.5,10.3,3.2
61,93,Constant current discharge,Yes,23.5,1820,912.5,9.6,3.2
58,92,Constant current discharge,Yes,23.5,1879,922.2,9.7,3.2
65,94,Constant current discharge,Yes,23.7,1809,912.5,10,3.2
91,99,Constant current discharge,Yes,23.7,1974,977.9,10,3.2
68,91,Constant current discharge,Yes,23.5,1778,912.5,9.5,3.2
99,98,Constant current discharge,Yes,24.8,1972,973,10.4,3.1
63,93,Constant current discharge,Yes,23.7,1869,912.5,10.1,3.2
72,94,Constant current discharge,Yes,23.6,1864,912.5,9.6,3.2
89,99,Constant current discharge,Yes,24.6,2010,987.1,10.3,3.1
64,92,Constant current discharge,Yes,24.1,1846,929.1,9.7,3.2
58,93,Constant current discharge,Yes,23.6,1825,944.5,9.9,3.2
65,93,Constant current discharge,Yes,23.5,1816,918.7,9.5,3.2
68,92,Constant current discharge,Yes,24.2,1823,935,9.6,3.2
63,93,Constant current discharge,Yes,23.5,1841,927.3,9.7,3.2
68,96,Constant current discharge,Yes,23.6,1848,913.9,10.1,3.2
81,93,Constant current discharge,Yes,23.5,1888,931.9,9.7,3.2
99,98,Constant current discharge,Yes,24.5,2010,1000.2,10.3,3.1
61,94,Constant current discharge,Yes,23.8,1914,912.5,9.7,3.2
73,94,Constant current discharge,Yes,23.8,1826,912.5,9.8,3.1
73,93,Constant current discharge,Yes,23.5,1828,912.5,9.4,3.2
95,98,Constant current discharge,Yes,25,2010,975,10.4,3.1
93,99,Constant current discharge,Yes,24.6,1961,982,9.9,3.1
74,98,Constant current discharge,Yes,24.9,1875,912.5,10.2,3.2
69,91,Constant current discharge,Yes,23.7,1824,912.5,10,3.2
100,98,Constant current discharge,Yes,24.8,2010,994.9,10.4,3.1
60,95,Constant current discharge,Yes,23.7,1881,913.2,9.6,3.2
97,99,Constant current discharge,Yes,24.7,1991,989.8,10.2,3.2
99,100,Constant current discharge,Yes,24.8,2010,989.2,10.4,3.1
73,94,Constant current discharge,Yes,23.9,1859,912.5,10.4,3.2
66,91,Constant current discharge,Yes,23.5,1904,912.5,9.9,3.2
100,97,Constant current discharge,Yes,25.3,2003,1012.3,10.2,3.1
65,94,Constant current discharge,Yes,24.1,1855,912.5,9.7,3.2
100,100,Constant current discharge,Yes,25.2,2010,986.4,10.3,3.1
85,96,Constant current discharge,Yes,24.7,1895,981.2,10.1,3.2
93,99,Constant current discharge,Yes,25,2010,1008.5,10.1,3.1
86,99,Constant current discharge,Yes,24.9,2010,970.1,10.4,3.2
100,99,Constant current discharge,Yes,24.9,2010,992.7,10.4,3.1
89,98,Constant current discharge,Yes,23.8,2006,975.7,9.8,3.2
100,99,Constant current discharge,Yes,25,2010,992,9.9,3.1
87,100,Constant current discharge,Yes,25.2,2001,977.3,10.2,3.1
59,91,Constant current discharge,Yes,23.6,1832,925.1,9.7,3.2
100,97,Constant current discharge,Yes,24.7,1949,962.4,10,3.2
96,98,Constant current discharge,Yes,24.7,1996,978.8,10.1,3.2
67,99,Constant current discharge,Yes,23.5,1972,922.8,9.6,3.2
68,91,Constant current discharge,Yes,23.5,1868,912.5,9.5,3.2
67,94,Constant current discharge,Yes,23.5,1943,912.5,9.8,3.2
100,100,Constant current discharge,Yes,25.3,2010,999.9,10.4,3.1
100,100,Constant current discharge,Yes,25.3,2010,1013.2,10.4,3.1
100,100,Constant current discharge,Yes,25.2,2010,999.1,10.3,3.1
68,95,Constant current discharge,Yes,23.5,1866,921.3,9.6,3.2
100,98,Constant current discharge,Yes,25,1987,946.2,10.3,3.2
93,99,Constant current discharge,Yes,25.2,1934,977.8,10.1,3.2
66,93,Constant current discharge,Yes,23.5,1827,912.5,9.7,3.2
71,100,Constant current discharge,Yes,23.9,1905,985,10,3.1
58,93,Constant current discharge,Yes,23.7,1833,924.3,9.5,3.2
61,94,Constant current discharge,Yes,23.5,1813,912.5,9.5,3.2
58,91,Constant current discharge,Yes,23.5,1803,912.5,9.7,3.2
63,93,Constant current discharge,Yes,23.6,1964,972,10.2,3.2
84,100,Constant current discharge,Yes,23.8,1994,912.5,10.4,3.2
94,98,Constant current discharge,Yes,25.1,2010,975.9,10.4,3.1
88,100,Constant current discharge,Yes,25,2010,974,10.3,3.2
63,92,Constant current discharge,Yes,23.6,1887,912.5,9.7,3.2
65,96,Constant current discharge,Yes,23.7,1857,922,9.5,3.2
59,91,Constant current discharge,Yes,23.5,1834,912.5,9.6,3.2
100,99,Constant current discharge,Yes,24.7,2010,991.5,10.4,3.1
63,93,Constant current discharge,Yes,23.5,1878,912.5,9.6,3.2
77,93,Constant current discharge,Yes,23.5,1866,912.5,9.9,3.2
95,98,Constant current discharge,Yes,23.8,1900,975.2,9.7,3.2
67,94,Constant current discharge,Yes,23.5,1843,912.5,9.7,3.2
100,97,Constant current discharge,Yes,25,2007,991.9,10.3,3.2
100,98,Constant current discharge,Yes,24.5,1812,912.5,9.6,3.2
74,92,Constant current discharge,Yes,23.5,1875,921.7,9.4,3.2
76,94,Constant current discharge,Yes,23.7,1885,912.5,9.7,3.2
62,94,Constant current discharge,Yes,23.5,1804,912.5,9.6,3.2
100,100,Constant current discharge,Yes,25.3,2010,1014.3,10.4,3.1
57,92,Constant current discharge,Yes,23.5,1888,912.5,9.6,3.2
70,92,Constant current discharge,Yes,24.3,1844,939.2,9.9,3.2
72,98,Constant current discharge,Yes,23.9,1846,958.1,9.7,3.2
75,94,Constant current discharge,Yes,23.8,1844,912.5,9.7,3.2
94,98,Constant current discharge,Yes,24.3,1988,972.3,10,3.2
88,97,Constant current discharge,Yes,24.2,1881,1006.7,9.6,3.2
62,94,Constant current discharge,Yes,23.5,1819,928.1,9.6,3.2
67,92,Constant current discharge,Yes,23.8,1861,912.5,9.8,3.2
66,92,Constant current discharge,Yes,23.7,1913,917.7,10.3,3.2
92,98,Constant current discharge,Yes,25.2,1971,1022.1,10,3.2
91,99,Constant current discharge,Yes,24.4,2010,986.9,9.9,3.2
70,94,Constant current discharge,Yes,23.7,1846,941.4,9.8,3.2
95,100,Constant current discharge,Yes,25,2010,973.3,10.4,3.1
65,97,Constant current discharge,Yes,23.5,1838,919.9,9.5,3.2
65,94,Constant current discharge,Yes,23.5,1809,912.5,9.6,3.2
100,100,Constant current discharge,Yes,25.3,2010,989.4,10.4,3.1
98,99,Constant current discharge,Yes,24.8,1978,920.8,10.1,3.2
94,92,Constant current discharge,Yes,24.3,1966,959.1,10.2,3.2
100,98,Constant current discharge,Yes,25.1,2010,986.3,10.4,3.1
100,99,Constant current discharge,Yes,25.3,2010,999.7,10.4,3.1
66,93,Constant current discharge,Yes,23.5,1848,921,9.9,3.2
98,100,Constant current discharge,Yes,25.1,2010,978.3,10.4,3.1
94,97,Constant current discharge,Yes,25,1947,973.6,10.2,3.1
92,94,Constant current discharge,Yes,24.4,1863,945.1,9.9,3.2
61,93,Constant current discharge,Yes,23.9,1867,912.5,9.6,3.2
100,99,Constant current discharge,Yes,25.1,2010,989.2,10.4,3.1
93,99,Constant current discharge,Yes,24.8,1987,998.7,10.4,3.2
74,91,Constant current discharge,Yes,23.8,1882,918.3,9.7,3.2
65,92,Constant current discharge,Yes,23.8,1806,928.1,9.5,3.2
68,96,Constant current discharge,Yes,23.7,1816,912.5,9.7,3.2
99,99,Constant current discharge,Yes,24.8,2004,967,10.2,3.2
70,91,Constant current discharge,Yes,23.8,1879,912.5,9.6,3.2
66,92,Constant current discharge,Yes,23.9,1859,912.5,9.8,3.2
100,99,Constant current discharge,Yes,25,1988,994.9,10.2,3.2
85,95,Constant current discharge,Yes,23.8,2010,976.9,10.3,3.2
65,91,Constant current discharge,Yes,23.5,1852,912.5,9.6,3.2
93,97,Constant current discharge,Yes,24.8,2010,978.6,10.2,3.2
100,99,Constant current discharge,Yes,24.8,2010,988.7,10.4,3.1
62,91,Constant current discharge,Yes,24.7,1970,912.5,10.1,3.1
63,93,Constant current discharge,Yes,23.5,1863,912.5,9.5,3.2
67,93,Constant current discharge,Yes,23.5,1846,919,9.8,3.2
97,98,Constant current discharge,Yes,23.5,1878,985.3,10.1,3.2
64,95,Constant current discharge,Yes,23.5,1846,912.5,9.7,3.2
78,94,Constant current discharge,Yes,23.5,1823,917.5,9.6,3.2
100,100,Constant current discharge,Yes,25.3,2010,1013.5,10.4,3.1
72,94,Constant current discharge,Yes,23.8,1867,935.9,9.8,3.2
85,96,Constant current discharge,Yes,24.9,2000,980.6,10.1,3.2
96,98,Constant current discharge,Yes,25.2,2010,977.3,10.4,3.2
70,92,Constant current discharge,Yes,23.9,1831,916.3,9.7,3.2
100,100,Constant current discharge,Yes,25.3,2010,999.7,10.4,3.1
90,94,Constant current discharge,Yes,23.9,1863,912.5,9.6,3.2
94,97,Constant current discharge,Yes,24.7,2010,997.2,10.2,3.2
84,97,Constant current discharge,Yes,25.2,1998,985.2,10.4,3.1
100,99,Constant current discharge,Yes,25,2010,984.6,10.2,3.1
100,100,Constant current discharge,Yes,25.2,2010,987.1,10.4,3.1
70,92,Constant current discharge,Yes,24.1,1889,920.9,10.2,3.2
66,93,Constant current discharge,Yes,23.5,1821,912.5,9.8,3.2
99,100,Constant current discharge,Yes,24.9,2010,988.8,10.4,3.2
95,98,Constant current discharge,Yes,23.8,1865,982.6,10.3,3.1
67,91,Constant current discharge,Yes,23.9,1853,916.5,9.6,3.2
65,94,Constant current discharge,Yes,23.5,1846,912.5,9.8,3.2
96,98,Constant current discharge,Yes,25.3,1994,987,10.4,3.1
100,100,Constant current discharge,Yes,24.8,2010,1014.8,10.4,3.1
90,99,Constant current discharge,Yes,25,2010,1009,10.4,3.2
67,92,Constant current discharge,Yes,24,1912,938.4,10,3.2
60,93,Constant current discharge,Yes,23.7,1785,925.7,10.1,3.2
97,100,Constant current discharge,Yes,25.2,1996,1001.5,10.4,3.1
98,98,Constant current discharge,Yes,24.6,1935,974.9,10.3,3.1
95,100,Constant current discharge,Yes,24.9,2002,986.5,10.2,3.2
67,93,Constant current discharge,Yes,23.6,1852,912.5,9.7,3.2
63,92,Constant current discharge,Yes,23.5,1856,912.5,9.9,3.2
70,93,Constant current discharge,Yes,23.5,1836,912.5,9.7,3.2
100,100,Constant current discharge,Yes,25.3,2010,984.7,10.4,3.1
94,99,Constant current discharge,Yes,25.1,2010,995.7,10.3,3.2
97,99,Constant current discharge,Yes,25.1,2010,992.3,10.4,3.1
62,95,Constant current discharge,Yes,23.5,1846,912.5,9.5,3.2
80,98,Constant current discharge,Yes,24.6,1990,979.8,9.9,3.2
69,93,Constant current discharge,Yes,23.6,1867,912.5,9.6,3.2
94,97,Constant current discharge,Yes,24.8,1923,974.7,9.9,3.2
70,91,Constant current discharge,Yes,23.5,1867,912.5,9.4,3.2
76,93,Constant current discharge,Yes,24.3,1910,973.1,9.8,3.2
64,93,Constant current discharge,Yes,23.5,1851,933,9.5,3.2
90,99,Constant current discharge,Yes,24.7,2010,964.8,10.2,3.1
64,92,Constant current discharge,Yes,23.9,1874,912.5,9.7,3.2
81,98,Constant current discharge,Yes,25,1961,986.3,10,3.2
72,97,Constant current discharge,Yes,24,1967,938,10.2,3.2
90,97,Constant current discharge,Yes,25.1,2010,971.6,10.1,3.2
96,91,Constant current discharge,Yes,23.7,1983,912.5,9.8,3.2
100,100,Constant current discharge,Yes,25,2003,980.7,10.4,3.1
69,93,Constant current discharge,Yes,23.9,1837,916.5,9.7,3.2
62,93,Constant current discharge,Yes,23.5,1834,933.8,9.8,3.2
99,100,Constant current discharge,Yes,25,1999,1019.6,10.4,3.1
56,91,Constant current discharge,Yes,23.9,1817,923.2,9.5,3.2
68,93,Constant current discharge,Yes,24.5,1793,935.6,10.2,3.2
64,93,Constant current discharge,Yes,23.8,1852,922.2,9.6,3.2
65,93,Constant current discharge,Yes,24,1861,927.1,10,3.1
91,97,Constant current discharge,Yes,23.9,1986,955.9,10,3.2
63,97,Constant current discharge,Yes,24.5,1941,912.5,10,3.2
67,93,Constant current discharge,Yes,23.5,1859,912.5,9.6,3.2
60,93,Constant current discharge,Yes,23.5,1827,912.5,9.7,3.2
100,97,Constant current discharge,Yes,24.9,2010,998.2,10.3,3.1
80,94,Constant current discharge,Yes,23.7,1835,912.5,9.6,3.2
100,98,Constant current discharge,Yes,24.9,2000,993.2,10.3,3.1
67,94,Constant current discharge,Yes,23.9,1865,933.3,10.2,3.2
86,98,Constant current discharge,Yes,24.3,2010,951.7,10.4,3.1
59,94,Constant current discharge,Yes,23.6,1868,916.2,9.7,3.2
58,92,Constant current discharge,Yes,23.9,1871,912.5,9.7,3.2
68,92,Constant current discharge,Yes,23.5,1854,912.5,9.6,3.2
93,99,Constant current discharge,Yes,25.2,1995,980.7,10.3,3.2
94,99,Constant current discharge,Yes,25.1,1997,967.8,10.4,3.1
57,91,Constant current discharge,Yes,23.8,1892,913.7,10,3.2
58,92,Constant current discharge,Yes,23.9,1839,912.5,9.8,3.2
56,93,Constant current discharge,Yes,23.8,1886,921.3,9.5,3.2
95,97,Constant current discharge,Yes,23.7,1975,963.2,10,3.2
70,92,Constant current discharge,Yes,23.5,1886,912.5,9.6,3.2
89,99,Constant current discharge,Yes,24.7,2001,971.9,10.3,3.1
59,93,Constant current discharge,Yes,23.7,1969,969.9,10,3.2
100,100,Constant current discharge,Yes,25.3,2010,1004.2,10.4,3.1
58,94,Constant current discharge,Yes,23.8,1884,925.1,9.9,3.2
64,91,Constant current discharge,Yes,23.7,1808,912.5,9.6,3.2
57,94,Constant current discharge,Yes,23.6,1839,912.5,9.6,3.2
69,95,Constant current discharge,Yes,23.5,1882,952.8,10,3.2
71,100,Constant current discharge,Yes,24.1,1943,923,10,3.2
73,92,Constant current discharge,Yes,23.7,1866,912.5,9.7,3.2
64,97,Constant current discharge,Yes,23.7,1984,917.5,10.3,3.2
100,98,Constant current discharge,Yes,25.1,2010,994.9,10.4,3.1
97,98,Constant current discharge,Yes,24.9,1996,990.9,10.1,3.2
57,94,Constant current discharge,Yes,23.6,1841,915.1,9.7,3.2
64,92,Constant current discharge,Yes,23.5,1808,915.6,9.6,3.2
68,94,Constant current discharge,Yes,23.9,1812,922.3,9.7,3.2
91,98,Constant current discharge,Yes,24.6,1856,961.3,10.2,3.2
94,98,Constant current discharge,Yes,24.8,1974,966.4,10.2,3.1
60,92,Constant current discharge,Yes,24.2,1861,912.5,9.6,3.2
100,98,Constant current discharge,Yes,25.2,1988,973.8,10.4,3.1
57,94,Constant current discharge,Yes,23.5,1778,912.5,9.7,3.2
100,100,Constant current discharge,Yes,25.2,2010,1014.6,10.4,3.1
100,100,Constant current discharge,Yes,24.9,2010,1005.4,10.4,3.1
100,100,Constant current discharge,Yes,24.9,1982,996.6,10.2,3.2
65,96,Constant current discharge,Yes,23.9,1868,947.1,9.6,3.2
71,99,Constant current discharge,Yes,23.7,1975,928.5,10.1,3.2
61,93,Constant current discharge,Yes,23.5,1844,912.5,9.7,3.2
70,94,Constant current discharge,Yes,23.9,1797,912.5,10,3.2
97,98,Constant current discharge,Yes,24.5,2010,973.6,10.2,3.2
73,92,Constant current discharge,Yes,24,1844,912.5,10.2,3.2
98,97,Constant current discharge,Yes,25.1,1949,972.6,10.2,3.2
68,93,Constant current discharge,Yes,23.6,1819,924,10.1,3.2
99,99,Constant current discharge,Yes,25.2,2010,1007.9,10.3,3.1
83,98,Constant current discharge,Yes,23.9,1875,912.5,9.6,3.2
100,100,Constant current discharge,Yes,25,2010,993.1,10.4,3.1
60,94,Constant current discharge,Yes,24,1885,912.5,9.7,3.2
91,97,Constant current discharge,Yes,24.5,1900,977.1,10.3,3.2
91,98,Constant current discharge,Yes,24.7,2010,967,10.2,3.2
91,99,Constant current discharge,Yes,24,1983,966.5,10.2,3.2
100,98,Constant current discharge,Yes,25.2,2010,975.8,10,3.1
55,95,Constant current discharge,Yes,23.6,1831,912.5,9.6,3.2
98,99,Constant current discharge,Yes,24.8,2010,987.2,10.2,3.1
99,98,Constant current discharge,Yes,24.7,2002,992,10.1,3.2
70,93,Constant current discharge,Yes,23.6,1841,912.5,9.7,3.2
68,99,Constant current discharge,Yes,23.6,1889,959.9,9.7,3.2
68,93,Constant current discharge,Yes,23.5,1815,912.5,9.6,3.2
92,97,Constant current discharge,Yes,24.9,1988,926.1,10.3,3.2
92,99,Constant current discharge,Yes,24.6,1979,975.4,10.2,3.2
95,98,Constant current discharge,Yes,24,1884,1001.9,10.2,3.2
68,93,Constant current discharge,Yes,24,1803,912.5,9.6,3.2
89,99,Constant current discharge,Yes,24.7,2010,1006.5,10.1,3.2
100,100,Constant current discharge,Yes,25.2,2010,1004.7,10.4,3.1
65,93,Constant current discharge,Yes,23.6,1900,918.2,10,3.2
94,99,Constant current discharge,Yes,24.1,1873,981,10.1,3.2
91,99,Constant current discharge,Yes,24.8,2010,972.3,9.7,3.2
94,99,Constant current discharge,Yes,25.1,2010,998.9,10.2,3.1
85,100,Constant current discharge,Yes,23.8,2004,987.6,10.1,3.2
55,93,Constant current discharge,Yes,23.5,1832,920.7,9.8,3.2
98,97,Constant current discharge,Yes,24.6,1998,986.7,10.1,3.1
100,99,Constant current discharge,Yes,25,2010,1002,10.4,3.1
66,93,Constant current discharge,Yes,24.2,1853,920.1,10.2,3.2
94,99,Constant current discharge,Yes,25.2,1980,971.9,10.3,3.2
55,93,Constant current discharge,Yes,23.6,1857,921.1,9.7,3.2
68,95,Constant current discharge,Yes,23.5,1834,922.3,9.4,3.2
98,99,Constant current discharge,Yes,23.5,1979,970.9,10.3,3.2
75,99,Constant current discharge,Yes,24,1976,957.9,10.1,3.2
69,92,Constant current discharge,Yes,23.8,1838,912.5,9.6,3.2
75,93,Constant current discharge,Yes,23.5,1810,912.5,9.9,3.2
100,100,Constant current discharge,Yes,25.3,1971,1012.9,10.4,3.1
60,94,Constant current discharge,Yes,23.5,1802,922,9.6,3.2
84,99,Constant current discharge,Yes,23.7,2010,912.5,10.2,3.1
99,100,Constant current discharge,Yes,24.8,2010,997.1,10.3,3.2
60,94,Constant current discharge,Yes,23.5,1853,918.4,9.6,3.2
97,99,Constant current discharge,Yes,25.2,2010,998.8,10,3.1
100,99,Constant current discharge,Yes,25.3,2010,984.9,10.4,3.1
71,94,Constant current discharge,Yes,23.7,1867,913.1,9.6,3.2
68,93,Constant current discharge,Yes,23.7,1857,959.9,9.8,3.2
72,92,Constant current discharge,Yes,23.7,1984,917.8,10.2,3.2
66,92,Constant current discharge,Yes,23.5,1872,912.5,9.7,3.2
96,99,Constant current discharge,Yes,25.3,1998,993.5,10.1,3.1
63,98,Constant current discharge,Yes,23.9,2010,965.6,9.8,3.2
100,99,Constant current discharge,Yes,25.1,2010,1025,10.4,3.1
56,94,Constant current discharge,Yes,23.6,1872,912.5,9.6,3.2
67,99,Constant current discharge,Yes,24.5,1983,971.8,10.1,3.1
84,97,Constant current discharge,Yes,24.7,1882,966.5,10.2,3.2
100,99,Constant current discharge,Yes,25.3,2010,990.3,10.4,3.1
97,100,Constant current discharge,Yes,25.2,2010,990.1,10.2,3.1
74,93,Constant current discharge,Yes,23.6,1891,912.5,9.7,3.2
76,92,Constant current discharge,Yes,24,1796,912.5,10.1,3.2
67,92,Constant current discharge,Yes,23.6,1875,912.5,9.5,3.2
93,97,Constant current discharge,Yes,24.9,1944,1007,10.3,3.1
60,94,Constant current discharge,Yes,23.8,1855,912.5,9.8,3.2
70,92,Constant current discharge,Yes,23.5,1825,912.5,9.6,3.2
100,100,Constant current discharge,Yes,25,2010,1016.3,10.4,3.1
65,92,Constant current discharge,Yes,23.8,1779,912.5,10.1,3.2
99,100,Constant current discharge,Yes,25.3,2010,999,10.4,3.1
93,99,Constant current discharge,Yes,24.9,2010,985.3,10.2,3.2
71,91,Constant current discharge,Yes,23.5,1805,945.2,9.5,3.2
72,91,Constant current discharge,Yes,23.5,1843,912.5,9.6,3.2
72,92,Constant current discharge,Yes,23.5,1835,912.5,9.6,3.2
71,93,Constant current discharge,Yes,24.7,1857,912.5,10,3.2
69,94,Constant current discharge,Yes,23.5,1875,912.5,9.6,3.2
69,93,Constant current discharge,Yes,23.5,1845,912.5,9.6,3.2
56,92,Constant current discharge,Yes,23.7,1878,912.5,10,3.1
67,95,Constant current discharge,Yes,23.5,1894,912.5,9.8,3.2
77,91,Constant current discharge,Yes,23.5,1787,912.5,9.5,3.2
100,99,Constant current discharge,Yes,25.3,2010,964.3,10.3,3.2
62,94,Constant current discharge,Yes,23.5,1852,912.5,9.7,3.2
69,92,Constant current discharge,Yes,23.5,1836,912.5,9.5,3.2
93,100,Constant current discharge,Yes,24,1975,985.3,9.9,3.2
64,92,Constant current discharge,Yes,24,1883,930.5,9.5,3.2
60,99,Constant current discharge,Yes,23.8,1870,984.6,10.3,3.2
100,100,Constant current discharge,Yes,25.2,2010,1006.2,10.4,3.1
64,92,Constant current discharge,Yes,23.6,1811,919.6,9.7,3.2
59,92,Constant current discharge,Yes,23.7,1860,912.5,9.7,3.2
95,100,Constant current discharge,Yes,25,2010,988.6,10.4,3.2
65,92,Constant current discharge,Yes,23.8,1825,912.5,9.8,3.2
